SKN,Name,Lat_DD,Lon_DD,ElevFT,Observer,UsedInRFA,NumMosRFAvg,DataSources,StationStatus,NumMos,MinYear,MaxYear,Changepoint
465.00,Field 14,20.95512079,-156.6555054,725,MAUI PINE,Yes,12,State,Discontinued,817,1935,2003,no
465.10,Mahinahina Camp*,20.96,-156.66,732,Hydronet,No,0,Hydronet,Current,201,1991,2008,no
466.00,Mahinahina,20.94678808,-156.6555055,715,PIONEER MILL,No,0,"NCDC, State, State/NCDC",Current,1024,1914,2007,no
467.00,Field A-2,20.9217904,-156.6505064,1200,PIONEER MILL,Yes,12,State,Discontinued,327,1941,1968,no
470.00,Field 34,20.99178478,-156.6505049,340,MAUI PINE,Yes,10,State,Discontinued,785,1937,2003,yes
470.10,Napili Kai Bhclb,20.96234279,-156.6666161,26,J C MILLAR,No,0,State,Discontinued,72,1971,1976,no
471.00,Field 28,20.97234145,-156.6471719,750,MAUI LAND&PINE,Yes,10,State,Discontinued,683,1946,2003,no
472.00,Puu Kukui Makai,20.92012364,-156.6288406,2500,PIONEER MILL,Yes,11,"NCDC, State, State/NCDC",Discontinued,722,1911,1972,no
472.10,Honokowai Gulch,20.9301228,-156.6305069,1500,PIONEER MILL,No,0,State,Discontinued,62,1911,1917,no
472.20,Honokowai Power,20.94678797,-156.6471725,1200,PIONEER MILL,No,0,State,Discontinued,92,1911,1918,no
473.00,Mahana,20.97011955,-156.62384,1400,BALDWIN PKRS,Yes,8,"NCDC, State, State/NCDC",Discontinued,699,1896,1954,no
474.00,Field 46,20.9951177,-156.6391163,1045,MAUI PINE,Yes,12,State,Discontinued,489,1962,2003,no
475.00,Mokupea,20.97511918,-156.6188401,1400,BALDWIN PKRS,Yes,11,"NCDC, State, State/NCDC",Discontinued,1034,1899,1988,no
476.00,Honokowai Intake,20.929688,-156.621838,1560,PIONEER MILL,Yes,12,"NCDC, State, State/NCDC",Discontinued,716,1919,1978,no
477.00,Haelaau,20.934207,-156.615867,2980,BALDWIN PKRS,Yes,12,"NCDC, State, State/NCDC",Current,931,1919,2007,no
477.10,Honokohau Ridge,20.95845371,-156.6005074,2300,PIONEER MILL,No,0,State,Discontinued,331,1913,1940,no
480.00,Honokohau,20.964795,-156.589066,810,BALDWIN PKRS,Yes,12,"NCDC, State, State/NCDC",Current,1064,1907,2007,yes
481.00,Nakalalua,20.91623468,-156.5924527,4450,MAUI LAND&PINE,Yes,10,"State, State/NCDC",Discontinued,713,1933,2002,no
481.10,Puu Kukui Upp 1,20.89512516,-156.5971751,4450,PIONEER MILL,No,0,State,Discontinued,196,1923,1939,no
481.20,Puu Kukui Upp 2,20.90512438,-156.5888419,5000,PIONEER MILL,No,0,State,Discontinued,137,1911,1923,no
481.30,Eke,20.92012316,-156.5738421,4600,BALDWIN PKRS,Yes,12,State,Discontinued,237,1913,1933,no
481.40,Mount Eke,20.91345705,-156.5805086,4500,HONOLUA RANCH,No,0,State,Discontinued,66,1913,1918,no
482.00,Waihee Valley,20.94012106,-156.5255102,300,WAILUKU SUGAR,Yes,8,"NCDC, State, State/NCDC",Current,1124,1913,2007,no
482.10,Kahakuloa,20.9787294,-156.5513422,1000,LIBBY,No,0,State,Discontinued,118,1922,1932,no
482.20,Maluhia,20.95373111,-156.5332876,1100,BOY SCOUTS OF AMER,No,0,State,Discontinued,23,1966,1967,no
482.30,Kahakuloa Mauka,20.98678422,-156.5457868,650,EDWARD CHANG,Yes,12,State,Discontinued,171,1967,1983,no
482.40,Kahakuloa*,20.95,-156.53,1096,Hydronet,Yes,12,Hydronet,Current,176,1993,2008,no
483.00,Waihee,20.9284552,-156.5138441,215,WAILUKU SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,1154,1898,1994,no
484.00,Waiehu Camp,20.91623388,-156.5088444,320,WAILUKU SUGAR,Yes,8,"NCDC, State, State/NCDC",Current,1173,1910,2007,no
485.00,Hamakuapoko,20.91345401,-156.3455169,320,HC&S,Yes,12,"NCDC, State/NCDC",Current,1316,1898,2007,no
485.10,Field 105,20.92345262,-156.3588497,135,HC&S,Yes,12,State,Discontinued,374,1951,1982,no
485.20,Hamakuapoko,20.88012468,-156.3305179,800,WW GOODALE,No,0,State,Discontinued,168,1884,1897,no
486.00,Field 230,20.92511881,-156.3405169,300,MAUI LD & PINEAP CO,Yes,10,State,Discontinued,513,1938,1981,no
486.20,Haiku,20.9067883,-156.3205179,700,MRS LB ATWATER,Yes,11,State,Discontinued,262,1897,1919,no
486.30,Haiku Old Camp,20.91178758,-156.3221844,540,BD OF A&F,No,0,State,Discontinued,92,1955,1963,no
486.40,Haiku Kuiaha,20.9151205,-156.3155179,525,BOB MCGRATH,No,0,State,Discontinued,22,1973,1974,no
486.50,Field 108,20.92622969,-156.3427391,220,HC!S,No,0,State,Discontinued,17,1951,1952,no
487.00,Field 217,20.92845141,-156.3221842,300,MAUI PINE,Yes,11,State,Discontinued,302,1942,1967,no
487.20,Field 218,20.93345036,-156.3271839,200,MAUI LAND&PINE,No,0,State,Discontinued,439,1967,2004,no
488.00,Haiku Nursery,20.92289706,-156.3205176,450,BD OF A&F,No,0,State,Discontinued,194,1937,1953,no
488.10,Haiku 825,20.90012256,-156.3221846,825,ISLAND PINE,No,0,State,Discontinued,193,1923,1939,no
488.20,Field 6-Rd,20.90178911,-156.2860748,900,ISLAND PINE,No,0,State,Discontinued,71,1929,1935,no
488.30,Ulumalu,20.90512202,-156.2838526,825,ISLAND PINE,Yes,12,State,Discontinued,184,1923,1938,no
488.40,Kaupakalua,20.89678976,-156.2916301,1050,EAST MAUI IRRIG,No,0,State,Discontinued,215,1920,1938,no
488.60,Peahi,20.90734396,-156.2696865,830,BERNARD KIPLINGER,No,0,State,Discontinued,23,1976,1978,no
489.00,Haiku*,20.93,-156.32,326,Hydronet,No,0,Hydronet,Current,213,1991,2008,no
490.00,Pauwela,20.92011989,-156.3071849,485,LIBBY,Yes,6,"NCDC, State, State/NCDC",Discontinued,649,1916,1970,no
490.20,Pauwela,20.93011772,-156.3205175,360,ISLAND PINE,No,0,State,Discontinued,107,1926,1934,no
490.30,Field 31,20.89179021,-156.3121851,1050,HC&S,No,0,State,Discontinued,31,1948,1950,no
490.60,Kuiaha Expt Sta,20.89845621,-156.3013521,920,UH HAW AGR EXPT STA,No,0,State,Discontinued,12,1976,1977,no
491.00,Gage 26,20.9201201,-156.2871856,550,LIBBY,Yes,12,State,Discontinued,199,1947,1963,no
491.10,Field 7-06,20.92345276,-156.293852,520,ISLAND PINE,No,0,State,Discontinued,49,1926,1930,no
492.00,Kapalaalaea,20.92011983,-156.2555202,400,HALEAKALA RANCH,No,0,State,Current,354,1937,2008,no
492.10,Field 30,20.9184536,-156.2638533,600,HC&S,No,0,State,Discontinued,31,1948,1950,no
492.40,Field 4-06,20.91345422,-156.2971853,650,ISLAND PINE,No,0,State,Discontinued,5,1935,1935,no
492.50,Halehaku,20.91456529,-156.2830191,770,PHIL SCOTT,No,0,State,Discontinued,67,1966,1971,no
492.60,Kaupakulua Res,20.9117878,-156.2921855,640,EMI,No,0,State,Discontinued,10,1971,1972,no
493.00,Honokohua,21.00011804,-156.655505,125,MAUI LAND&PINE CO,Yes,10,"NCDC, State, State/NCDC",Current,985,1919,2007,yes
494.00,Honolua Fld 49,21.010978,-156.633839,200,MAUI LAND&PINE CO,Yes,12,"NCDC, State, State/NCDC",Discontinued,1237,1893,2003,yes
495.00,Field 65,21.00178384,-156.6005067,760,MAUI PINE,Yes,10,State,Discontinued,755,1940,2003,no
495.10,Honokohau Gulch,20.98011875,-156.5955072,760,PIONEER MILL,No,0,State,Discontinued,83,1907,1913,no
496.00,Field 62,21.01178311,-156.6021733,530,MAUI PINE,Yes,11,State,Discontinued,784,1937,2003,no
497.00,Nakalele,21.02511528,-156.6005067,340,MAUI LAND&PINE CO,Yes,9,"NCDC, State, State/NCDC",Current,735,1937,2007,no
499.11,Lua Makika,20.5625,-156.5630556,1100,RAWS,Yes,8,RAWS,Current,75,2001,2009,no
499.12,Kealialalo,20.54361111,-156.6408333,825,RAWS,No,0,RAWS,Current,45,2001,2009,no
499.13,Hakioawa,20.58027778,-156.5711111,1200,RAWS,Yes,10,RAWS,Current,87,2001,2009,no
499.60,Kahoolawe 499.6,20.554,-156.562,1242,NCDC_Daily,No,0,State,Discontinued,3,1976,1977,no
499.80,Honokanai'a,20.50888889,-156.6816667,70,RAWS,Yes,8,RAWS,Current,86,2001,2009,no
499.90,Kaneloa,20.52222222,-156.5658333,815,RAWS,Yes,9,RAWS,Current,84,2001,2009,no
500.00,Kumakaipo,21.12182194,-157.2971857,40,MOLOKAI RANCH,Yes,10,State,Discontinued,536,1933,1983,no
500.10,Frears Flat,21.10293276,-157.2566299,405,MOLOKAI RANCH,Yes,7,State,Discontinued,428,1950,1987,no
500.20,Pokohola,21.11015513,-157.2688519,390,MOLOKAI RANCH,Yes,9,State,Discontinued,569,1933,1985,no
500.30,Kolo Makai,21.09237588,-157.1738526,20,MOLOKAI RANCH,Yes,6,State,Discontinued,143,1950,1989,no
500.40,Waikane,21.09348693,-157.1505196,20,MOLOKAI RANCH,Yes,7,State,Discontinued,167,1950,1963,no
500.50,Iloli,21.11626217,-157.1032979,30,MOLOKAI RANCH,Yes,8,State,Discontinued,179,1950,1964,no
501.00,Gage 31,21.12515465,-157.2638512,275,LIBBY,No,0,State,Discontinued,79,1948,1954,no
502.00,Gage 30,21.14182081,-157.2591282,250,LIBBY,No,0,State,Discontinued,91,1947,1954,no
502.10,Puukaae,21.13848766,-157.2627396,230,MOLOKAI RANCH,Yes,8,State,Discontinued,429,1950,1988,no
503.00,Gage 22,21.11515457,-157.2516293,490,LIBBY,Yes,10,State,Discontinued,582,1927,1975,no
503.10,Gage 21,21.11793202,-157.2407958,645,LIBBY,No,0,State,Discontinued,164,1927,1940,no
504.00,Gage 32,21.10515467,-157.2471853,440,LIBBY,No,0,State,Discontinued,82,1947,1954,no
504.40,F21 MOLOKAI RANC,21.14348679,-157.2366281,580,MOLOKAI RANCH,No,0,State,Discontinued,126,1976,1987,no
505.00,Gage 14,21.14432027,-157.2427392,450,LIBBY,Yes,11,State,Discontinued,631,1923,1976,no
505.10,Gage 20,21.13515358,-157.2327396,580,LIBBY,No,0,State,Discontinued,163,1927,1940,no
505.20,Gage 28,21.14015323,-157.2255172,700,LIBBY,No,0,State,Discontinued,68,1935,1940,no
505.30,WHEAT FIELD,21.13876414,-157.214684,1020,MOLOKAI RANCH,No,0,State,Discontinued,126,1976,1987,no
511.00,Maunaloa,21.13348648,-157.2121842,1030,MOLOKAI RANCH CO,Yes,10,"NCDC, State, State/NCDC",Current,745,1923,2007,no
511.10,Gage 41,21.12404264,-157.2269066,860,LIBBY,Yes,9,State,Discontinued,275,1954,1983,no
511.20,Gage 1,21.12182009,-157.2071845,1060,LIBBY,No,0,State,Discontinued,206,1923,1940,no
511.50,MAUNALOA CAMP,21.13015324,-157.2116287,1040,MOLOKAI RANCH,No,0,State,Discontinued,88,1978,1989,no
513.00,Gage 5,21.16376297,-157.2107945,1110,LIBBY,Yes,9,State,Discontinued,674,1923,1989,no
513.10,F15,21.15515249,-157.2221835,560,MOLOKAI RANCH,Yes,10,State,Discontinued,454,1948,1987,no
513.30,Gage 2,21.14820798,-157.2013505,750,LIBBY,No,0,State,Discontinued,208,1923,1940,no
514.00,Gage 40,21.135221,-157.20442,1145,LIBBY,Yes,8,State,Discontinued,400,1942,1976,no
514.10,F18 MOLOKAI RANC,21.13348636,-157.2057953,1150,MOLOKAI RANCH,No,0,State,Discontinued,125,1976,1987,no
517.00,Gage 27,21.15376271,-157.1782951,800,LIBBY,Yes,9,State,Discontinued,499,1935,1976,no
517.10,F32,21.15181789,-157.1605176,1040,MOLOKAI RANCH,Yes,12,State,Discontinued,467,1948,1989,no
517.20,Gage 42,21.1451521,-157.1838508,1050,LIBBY,Yes,10,State,Discontinued,263,1954,1976,no
517.30,FIELD 2,21.16015144,-157.1821838,710,LIBBY,No,0,State,Discontinued,125,1976,1987,no
518.00,Gage 33,21.13459683,-157.1771844,1360,LIBBY,Yes,11,State,Discontinued,339,1947,1975,no
519.00,Puupili,21.12598569,-157.1491295,1260,MOLOKAI RANCH,Yes,11,State,Discontinued,498,1946,1989,no
519.10,Kaihuloa,21.11043155,-157.2105183,715,MOLOKAI RANCH,Yes,12,State,Discontinued,440,1950,1987,no
519.20,Kakaako,21.12681959,-157.1888511,1310,MOLOKAI RANCH,Yes,9,State,Discontinued,453,1950,1989,no
520.00,Mahana,21.14348479,-157.1305186,470,MOLOKAI RANCH,Yes,9,State,Discontinued,626,1933,1989,no
521.00,Pipika,21.14681738,-157.1055182,350,CPC,Yes,12,State,Discontinued,280,1940,1968,no
521.10,F329,21.14404001,-157.1132964,390,DEL MONTE,No,0,State,Discontinued,90,1968,1975,no
522.00,Gage 35,21.15042903,-157.1207964,400,LIBBY,Yes,10,State,Discontinued,334,1947,1975,no
523.00,Gage 26,21.15848357,-157.105518,450,LIBBY,Yes,12,State,Discontinued,468,1937,1975,no
524.00,Molokai Airport,21.15514996,-157.0924625,445,ALOHA AIRLINES,Yes,11,"NCDC, State, State/NCDC",Discontinued,728,1939,2004,no
524.10,Fld 82,21.16348296,-157.0913512,545,PACIFIC PINEAPPLE,No,0,State,Discontinued,84,1949,1955,no
525.00,Green Flat,21.13570597,-157.0927412,300,CPC,No,0,State,Discontinued,229,1948,1967,no
525.10,Field 328,21.14209476,-157.0810743,448,CPC,No,0,State,Discontinued,139,1966,1978,no
526.00,Field 315,21.1351505,-157.0763527,350,CPC,Yes,8,State,Discontinued,645,1934,1987,no
526.10,Field 315A,21.13709486,-157.0663525,450,CPC,No,0,State,Discontinued,54,1949,1954,no
527.00,Gage 24,21.16014938,-157.070518,600,LIBBY,Yes,12,State,Discontinued,497,1929,1975,no
527.10,Hoolehua-Hussey,21.16292665,-157.0469066,840,HUSSEY BA JR,Yes,11,State/NCDC,Discontinued,342,1926,1955,no
527.20,Shop,21.162094,-157.043019,860,PACIFIC PINEAPPLE,No,0,State,Discontinued,43,1950,1954,no
527.30,Fld 4A,21.16820416,-157.0507954,810,PACIFIC PINEAPPLE,No,0,State,Discontinued,32,1953,1955,no
527.40,Fld 146,21.158761,-157.07024,605,PACIFIC PINEAPPLE,No,0,State,Discontinued,78,1949,1955,no
528.00,Field 322,21.14265025,-157.0696855,570,CPC,Yes,10,State,Discontinued,717,1928,1987,no
528.10,Block 2,21.15181659,-157.078296,500,CPC,No,0,State,Discontinued,139,1956,1968,no
529.00,Field 325,21.12515081,-157.0621865,320,DEL MONTE,Yes,10,State,Discontinued,688,1929,1986,no
530.00,Field 302,21.15681602,-157.0538514,770,CPC,Yes,8,State,Discontinued,246,1948,1968,no
530.10,Gage 37,21.16264894,-157.0507955,790,LIBBY,Yes,12,State,Discontinued,328,1948,1975,no
531.00,Field 305,21.14792762,-157.0488516,875,CPC,Yes,10,State,Discontinued,489,1948,1988,no
531.10,Kualapuu Res,21.15042745,-157.0480181,800,DOWALD,No,0,State,Discontinued,292,1970,1995,no
532.00,Field 312,21.13292826,-157.0549636,475,CPC,Yes,9,State,Discontinued,478,1948,1987,no
533.00,Field 309,21.1301505,-157.0421855,550,DEL MONTE,Yes,8,State,Discontinued,716,1928,1987,no
533.10,Field 308,21.13709456,-157.0257959,820,CPC,Yes,10,State,Discontinued,415,1953,1987,no
534.00,Kualapuu,21.15209396,-157.0355178,870,CPC,Yes,12,"NCDC, State, State/NCDC",Discontinued,1055,1900,1987,no
534.10,Field 310,21.14848301,-157.0207955,600,DEL MONTE,No,0,State,Discontinued,254,1966,1987,no
535.00,Field 304,21.14181666,-157.0321848,720,CPC,Yes,11,State,Discontinued,572,1938,1987,no
536.00,Kaunakakai,21.08876308,-157.0216311,10,MOLOKAI RANCH,Yes,12,"NCDC, State, State/NCDC",Current,862,1933,2007,no
536.10,Kanoa,21.068487,-156.958854,40,MOLOKAI RANCH,No,0,State,Discontinued,84,1950,1957,no
536.20,Manawainui,21.11126225,-157.0816319,20,MOLOKAI RANCH,No,0,State,Discontinued,44,1957,1961,no
536.30,Oliwai,21.10848466,-157.0688543,75,MOLOKAI RANCH,No,0,State,Discontinued,168,1950,1964,no
536.50,Kaunakakai Mauka*,21.09,-157.01,93,MOLOKAI GEN HOSP,Yes,10,"Hydronet, State",Current,413,1965,2008,no
537.00,Poholua,21.14126109,-156.9702405,2150,MOLOKAI RANCH,No,0,State,Discontinued,488,1933,1973,no
537.10,Kakalehale,21.13292807,-156.9963512,1230,MOLOKAI RANCH,No,0,State,Discontinued,304,1957,1983,no
537.20,Makakupaia,21.1068165,-156.9438523,2400,MOLOKAI RANCH,No,0,State,Discontinued,77,1957,1964,no
537.30,KAKALAHALE,21.12181713,-156.9813514,1200,HERBERT WILSON,No,0,State,Discontinued,37,1984,1989,no
537.40,New Reservoir,21.13848307,-156.956352,2750,MOLOKAI RANCH,No,0,State,Discontinued,128,1976,1989,no
538.00,Molokai 1,21.115,-156.9475,2733,RAWS,No,0,RAWS,Current,57,2003,2009,no
539.00,Waikolu Valley,21.14194444,-156.9222222,500,RAWS,No,0,RAWS,Discontinued,25,1993,1999,no
540.00,Waikolu,21.12681472,-156.9205198,3550,MOLOKAI RANCH,Yes,1,"NCDC, State",Current,830,1930,2007,no
540.10,Waikolu,21.14209259,-156.9188535,900,USGS,No,0,USGS,Discontinued,233,1957,2003,no
541.00,Kawela,21.10848192,-156.9021865,3650,MOLOKAI RANCH,No,0,State,Discontinued,395,1946,1979,no
541.10,Pepeopae,21.11681493,-156.90052,4200,USGS,Yes,12,State,Discontinued,135,1956,1978,no
542.00,Mapulehu,21.06680879,-156.8038547,20,HSPA,Yes,12,"NCDC, State, State/NCDC",Discontinued,761,1892,1973,no
542.10,Puuohoku Ranch,21.14623953,-156.7324622,710,PUUOHOKU RANCH,Yes,12,"NCDC, State, State/NCDC",Current,360,1943,2007,no
542.11,Kamalo*,21.06,-156.87,29,Hydronet,No,0,Hydronet,Current,194,1992,2008,no
542.20,Halawa,21.16346229,-156.7471828,200,DK KALAAU,No,0,State,Discontinued,52,1930,1934,no
542.30,Mapulehu Mauka,21.06847805,-156.8238555,650,CC CONRADT,No,0,State,Discontinued,59,1907,1912,no
542.40,Kamalo,21.05681809,-156.8638521,60,FH FOSTER,No,0,State,Discontinued,63,1923,1928,no
542.50,Puu Kahea,21.13347429,-156.7788563,2340,PUUOHOKU RANCH,No,0,State,Discontinued,3,1933,1934,no
542.60,Kamalo Mauka,21.05570736,-156.8721855,60,WT CARSTEN,No,0,State,Discontinued,63,1965,1970,no
542.90,Halawa Valley,21.15679405,-156.737461,26,USWB,Yes,12,"NCDC, State, State/NCDC",Discontinued,248,1905,1997,no
543.00,Pelekunu Ridge,21.1320925,-156.8766321,700,USGS,No,0,State,Discontinued,213,1939,1993,no
543.10,Puuhoikaweea,21.13055556,-156.875,840,RAWS,No,0,RAWS,Discontinued,11,1995,1997,no
544.00,Puu Lua Wailau,21.10625523,-156.8163559,2900,USGS,Yes,12,State,Discontinued,124,1923,1961,yes
545.00,Mapulehu Mauka,21.07264145,-156.8030215,110,HSPA,No,0,State,Discontinued,46,1969,1972,no
545.10,Pukoo Kai,21.07180733,-156.7960768,0,DAVIS MARIAM,No,0,State,Discontinued,67,1970,1976,no
546.00,Puu Alii West,21.13,-156.9169444,3321,RAWS,No,0,RAWS,Discontinued,11,1993,1997,no
550.00,Kepuhi,21.18792856,-157.2463487,40,MOLOKAI RANCH,Yes,12,State,Discontinued,614,1933,1989,no
550.10,Kalae Oka Ilio,21.2082034,-157.2169043,530,MOLOKAI RANCH,Yes,9,State,Discontinued,443,1933,1989,no
550.20,Kipuhi Sheraton,21.19265034,-157.2430152,140,SHERATON HOTEL,No,0,State,Discontinued,50,1979,1983,no
551.00,Keonelele Pens,21.19348306,-157.2038494,560,MOLOKAI RANCH,Yes,8,"NCDC, State, State/NCDC",Discontinued,644,1933,1995,no
551.10,Apalu,21.17376248,-157.2149609,500,MOLOKAI RANCH,Yes,8,State,Discontinued,452,1950,1989,no
551.20,Keonelele Trees,21.17459513,-157.1805168,680,MOLOKAI RANCH,Yes,8,State,Discontinued,450,1950,1989,no
551.30,Moomomi Mauka,21.17015037,-157.1521841,370,MOLOKAI RANCH,Yes,10,State,Discontinued,441,1934,1989,no
551.40,Moomomi Makai,21.19320421,-157.1607946,20,MOLOKAI RANCH,No,0,State,Discontinued,324,1959,1989,no
551.50,Kakaako Gulch,21.17447222,-157.2056667,380,USGS,Yes,5,"State, USGS",Current,480,1964,2008,no
552.00,Gage 29,21.17403978,-157.1871834,700,LIBBY,Yes,11,State,Discontinued,352,1947,1976,no
553.00,Makapulapai,21.20333333,-156.9661111,75,RAWS,Yes,12,RAWS,Current,133,1993,2009,no
554.00,Moomomi,21.17514985,-157.1319066,300,CPC,Yes,12,State,Discontinued,246,1948,1968,no
554.10,Fld 18,21.17959383,-157.1255178,350,PACIFIC PINEAPPLE,No,0,State,Discontinued,51,1950,1955,no
555.00,Gage 36,21.1673723,-157.1119069,410,LIBBY,Yes,11,State,Discontinued,345,1947,1976,no
555.10,Fld 126 E,21.1695946,-157.118018,380,PACIFIC PINEAPPLE,No,0,State,Discontinued,18,1954,1955,no
556.00,Hoolehua,21.16681656,-157.1055179,420,CPC,Yes,12,"NCDC, State, State/NCDC",Discontinued,640,1930,1983,no
556.20,Gage 43,21.18042683,-157.1138512,400,LIBBY,No,0,State,Discontinued,190,1960,1975,no
556.30,Fld 126,21.17653825,-157.1107956,485,PACIFIC PINEAPPLE,No,0,State,Discontinued,79,1949,1955,no
556.40,Fld 99,21.18153722,-157.0913511,550,PACIFIC PINEAPPLE,No,0,State,Discontinued,9,1954,1954,no
556.50,Fld 102,21.1823706,-157.09524,510,PACIFIC PINEAPPLE,No,0,State,Discontinued,61,1949,1954,no
557.00,Gage 23,21.17098244,-157.08274,600,LIBBY,Yes,10,State,Discontinued,572,1928,1975,no
557.10,Block 7,21.17237153,-157.0935733,550,CPC,No,0,State,Discontinued,139,1956,1968,no
557.20,Fld 74,21.16959347,-157.0771844,580,PACIFIC PINEAPPLE,No,0,State,Discontinued,19,1954,1955,no
558.00,Gage 34,21.18014775,-157.0671842,725,LIBBY,Yes,10,State,Discontinued,335,1947,1975,no
558.10,Block 3,21.18014821,-157.0832954,530,CPC,Yes,11,State,Discontinued,337,1949,1978,no
558.30,Block 10,21.17403712,-157.0566286,600,CPC,No,0,State,Discontinued,170,1964,1978,no
559.00,Maalehua,21.16098227,-157.0213508,1250,MOLOKAI RANCH,Yes,8,State,Discontinued,440,1933,1989,no
559.10,Mimo,21.17487018,-157.0241283,1230,MOLOKAI RANCH,No,0,State,Discontinued,107,1950,1958,no
559.20,Field 452,21.17181513,-157.0055174,1450,CPC,No,0,State,Discontinued,84,1949,1956,no
559.30,Field 454,21.16348234,-156.9963509,1720,CPC,Yes,12,State,Discontinued,223,1949,1968,no
559.40,Meyer Lake,21.16348251,-156.9805182,2020,USGS,No,0,State,Discontinued,30,1929,1932,no
559.50,Kalae Lake,21.164872,-156.976352,2112,MOLOKAI RANCH,No,0,State,Discontinued,81,1960,1967,no
559.60,Kepali,21.16264921,-156.9805182,2050,MOLOKAI RANCH,No,0,State,Discontinued,261,1960,1989,no
560.00,Field 301,21.16681527,-157.0355174,1000,CPC,Yes,12,State,Discontinued,486,1928,1968,no
561.00,Field 501,21.1815361,-157.0232949,1250,CPC,Yes,12,State,Discontinued,432,1932,1968,no
562.00,Kipu,21.16348213,-157.0205174,1230,DEL MONTE,Yes,12,"NCDC, State, State/NCDC",Discontinued,684,1930,1987,no
562.10,Field 455,21.17459243,-157.0221839,1200,CPC,No,0,State,Discontinued,97,1929,1967,no
563.00,Kalaupapa,21.19014673,-156.9824624,30,CIVIL AIR PATROL,Yes,12,"NCDC, State, State/NCDC",Current,796,1933,2007,yes
563.10,Kalawao,21.17709315,-156.9471873,70,MARTIN FATHER,Yes,12,"NCDC, State/NCDC",Discontinued,323,1905,1932,no
650.00,R-8 (Palikoholo),20.763942,-156.968794,1125,KOELE CO,Yes,10,State,Discontinued,870,1914,1990,no
651.00,549,20.78572294,-156.9619168,1140,DOLE,Yes,9,State,Discontinued,465,1937,1975,no
652.00,R-6 (Kamoku Woolshed),20.81211104,-156.9638643,1075,DOLE,Yes,11,State,Discontinued,788,1914,1983,no
653.00,538,20.83155475,-156.9646999,1200,DOLE,Yes,12,State,Discontinued,651,1935,1990,no
654.00,529 (57 Road),20.82016666,-156.9599763,1255,DOLE,Yes,11,State,Discontinued,411,1941,1975,no
655.00,546 (1240 Road),20.79461228,-156.9508065,1270,DOLE,Yes,10,State,Discontinued,471,1936,1975,no
656.00,Lanai Airport,20.78822389,-156.946639,1300,HAWN AIRLINES,Yes,9,"NCDC, State, State/NCDC",Current,428,1949,2007,no
657.00,552,20.7815581,-156.9402494,1275,DOLE,Yes,6,State,Discontinued,284,1952,1975,no
658.00,Kaumalapau Harbor (556),20.78683305,-156.9905286,30,HAWN PINE,Yes,12,"NCDC, State, State/NCDC",Current,663,1948,2007,no
660.00,548,20.76683589,-156.9505258,1240,HAWAIIAN PINE,Yes,10,State,Discontinued,504,1934,1975,no
661.00,537 (Fld 5315-16),20.83072271,-156.9485884,1460,DOLE,Yes,11,State,Discontinued,472,1936,1975,no
662.00,539 (Exp Plot L-3),20.81988954,-156.9508094,1540,DOLE,Yes,10,State,Discontinued,748,1926,1990,no
663.00,528,20.80961198,-156.9505304,1425,DOLE,Yes,11,State,Discontinued,336,1948,1975,no
664.00,Field 5519,20.79655814,-156.933862,1360,DOLE,Yes,12,State,Discontinued,400,1942,1975,no
665.00,545,20.78711427,-156.9319165,1240,DOLE,Yes,11,State,Discontinued,625,1926,1983,no
666.00,547 (Miki Basin),20.77711468,-156.9319155,1225,DOLE,Yes,9,State,Discontinued,504,1934,1975,no
667.00,532,20.82683505,-156.9366432,1520,DOLE,Yes,10,State,Discontinued,284,1952,1975,no
668.00,557 (North End),20.84016555,-156.9638677,1450,DOLE,Yes,10,State,Discontinued,324,1949,1975,no
669.00,558,20.78517098,-156.9210829,1100,DOLE,Yes,11,State,Discontinued,320,1949,1975,no
670.00,536,20.81544778,-156.9221972,1500,DOLE,Yes,12,State,Discontinued,472,1936,1975,no
671.00,Laboratory,20.82350353,-156.9188649,1600,HAWAIIAN PINE,No,0,State,Discontinued,223,1948,1966,no
672.00,Lanai City,20.82767023,-156.9174765,1620,KOELE CO,Yes,10,"NCDC, State, State/NCDC",Current,904,1930,2007,no
672.10,Lanai City*,20.83,-156.92,1634,Hydronet,No,0,Hydronet,Current,190,1991,2008,no
673.00,544 (Manele),20.76683919,-156.9171923,1225,DOLE,Yes,11,State,Discontinued,470,1936,1975,no
674.00,541 (Kapano),20.80767138,-156.9105297,1340,DOLE,Yes,10,State,Discontinued,471,1936,1975,no
675.00,542 (Palawai Basin),20.78045078,-156.9038602,1145,DOLE,Yes,11,State,Discontinued,500,1934,1975,no
675.10,561,20.79183904,-156.9052503,1190,DOLE,Yes,12,State,Discontinued,187,1960,1975,no
676.00,R-3 (Malauea),20.76184095,-156.904414,1135,DEPT OF AGR,Yes,9,"NCDC, State, State/NCDC",Current,956,1914,2007,no
677.00,559,20.77044868,-156.929137,1270,DOLE,Yes,11,State,Discontinued,311,1950,1975,no
678.00,560 (Fld 5415-16),20.80183728,-156.9188624,1250,HAWAIIAN PINE,Yes,11,State,Discontinued,304,1950,1975,no
679.00,Lanai 1,20.87333333,-157.0063889,1270,RAWS,No,0,RAWS,Current,70,2003,2009,no
680.00,540,20.81711646,-156.9027533,1750,DOLE,Yes,12,State,Discontinued,463,1937,1975,no
